timestamp,temp_mean,temp_min,temp_max,ph_mean,ph_min,ph_max,rpm_mean,rpm_min,rpm_max,heater_pwm,motor_pwm,acid_pwm,base_pwm,acid_dose_l,base_dose_l,setpoint_temp,setpoint_ph,setpoint_rpm,faults_active,has_fault,temp_dev,ph_dev,rpm_dev,dist_sq,pred_anomaly
2025-12-01 18:20:39.024,30.393808246154283,30.31528614165353,30.453885157399668,1.6554047666763672,1.6433635983522943,1.6667883015240161,1010.2369683996285,968.1548434318526,1032.3730151969664,0.4767420613178957,0.8445388688172594,-5.148082935380933,-13.815510557964274,-10.244788811177832,-9.78752728331394,30.0,5.0,1000.0,none,0,0.39380824615428267,-1.4473253245130646,10.236968399628495,965.8548703404647,0
2025-12-01 18:20:40.072,30.40766565991499,30.33837052090246,30.453885157399668,1.6551445379598708,1.6486167135263967,1.6667883015240161,1001.8987705355992,981.5954589256801,1015.3527036392322,0.47457699687730903,0.8507296472144666,-5.010352855048994,-13.815510557964274,-10.052240866921764,-10.675828505832516,30.0,5.0,1000.0,none,0,0.40766565991498993,-1.4531337435759513,1.8987705355991693,1003.5234619798663,0
2025-12-01 18:20:41.119,30.407670621718648,30.33837052090246,30.453885157399668,1.6349007904356498,1.6247572901783252,1.6538423776223454,991.8784117272874,971.0765407171675,1016.2792916667563,0.4752234604612591,0.8504907057610774,-5.104652601888222,-13.815510557964274,-9.941842629709683,-10.164233519002758,30.0,5.0,1000.0,none,0,0.40767062171864765,-2.0483372859056397,-8.121588272712643,1017.1763552375273,0
2025-12-01 18:20:42.168,30.4055722806558,30.31528614165353,30.47700672953016,1.6388045031564937,1.6247572901783252,1.6486167135263967,999.5366600109955,976.3062868692779,1016.8141203472346,0.4757917697603014,0.849842514464319,-4.879952321594559,-13.815510557964274,-10.545108287892806,-10.48639119352034,30.0,5.0,1000.0,none,0,0.4055722806558002,-1.9037404800512219,-0.46333998900445295,1000.3648832164753,0
2025-12-01 18:20:43.216,30.4076669077216,30.361461064427374,30.47700672953016,1.6356731029170395,1.630108797885115,1.6433635983522943,985.2560017291161,964.6894439042013,1009.549978494294,0.47405014918702243,0.8564300268312425,-4.777389987478112,-13.815510557964274,-10.17024111454543,-10.23998936086299,30.0,5.0,1000.0,none,0,0.40766690772160175,-2.0180694351660615,-14.743998270883935,1016.1048503301888,0
2025-12-01 18:20:44.276,30.39150538784324,30.31528614165353,30.47700672953016,1.6266335772608915,1.616675944991297,1.6433635983522943,1004.3467171283722,982.7049398608378,1018.4330451699484,0.47401232431667345,0.8495498602572077,-5.119000039255453,-13.815510557964274,-9.61184093075893,-10.849207261801958,30.0,5.0,1000.0,none,0,0.39150538784323885,-2.4450499066145577,4.346717128372234,928.7109125578174,0
2025-12-01 18:20:45.403,30.405567205761404,30.33837052090246,30.47700672953016,1.6050522230185842,1.592032512442769,1.619376989682884,995.6142865901122,974.3006522285434,1028.9636277759928,0.4730042265585503,0.8512013366554828,-13.815510557964274,-7.841518504125245,-10.351969938746635,-10.490742303234846,30.0,5.0,1000.0,none,0,0.4055672057614039,-13.815510557964274,-4.385713409887785,2367.94800414184,0
2025-12-01 18:20:46.362,30.407665778150314,30.361461064427374,30.453885157399668,1.623537034013583,1.6003146512166888,1.645993605337759,994.8463088645989,980.2672995095569,1009.9087740402429,0.4723397197018038,0.8564703269639,-6.462861137018159,-9.6256378292091,-10.272198973528758,-9.438928354418895,30.0,5.0,1000.0,none,0,0.4076657781503137,-2.6451470269381656,-5.153691135401118,995.4001468958414,0
2025-12-01 18:20:47.411,30.38877520020897,30.29220791290294,30.453885157399668,1.6540792602027996,1.6354318193339759,1.6795687681954399,1001.864032969093,983.250833092481,1022.3558629169464,0.46916067515556975,0.8509379880075923,-5.160701656940063,-13.815510557964274,-10.907699391522675,-9.590759798599743,30.0,5.0,1000.0,none,0,0.3887752002089684,-1.4772531490604097,1.8640329690930457,870.2852787040266,0
2025-12-01 18:20:48.473,30.403050655451512,30.31528614165353,30.453885157399668,1.6621470526562017,1.645993605337759,1.671920105614865,1000.2960501158898,969.8324754399669,1018.3533447494444,0.47489208634577096,0.8521299889624212,-4.894970688139934,-13.815510557964274,-9.7846735482032,-9.991978362234786,30.0,5.0,1000.0,none,0,0.4030506554515121,-1.3070581592979071,0.29605011588978414,979.7532391495812,0
2025-12-01 18:20:49.508,30.40558134116594,30.31528614165353,30.54640898517698,1.6488548370678737,1.630108797885115,1.661630026115934,1005.9013364974405,979.6696223981156,1024.0226932472829,0.46964458310925417,0.850687855674979,-4.877168768429393,-13.815510557964274,-9.59208417602289,-10.498466920003855,30.0,5.0,1000.0,none,0,0.40558134116594147,-1.6043488845189344,5.901336497440525,950.6533065732327,0
2025-12-01 18:20:50.554,30.36840672175925,30.22300999210455,30.43076981867415,1.6407266561865055,1.630108797885115,1.6564450048807124,992.6805627750622,982.676621917366,1004.0372423593217,0.47373205135653584,0.8537420619095109,-4.740605121652739,-13.815510557964274,-10.005418261395901,-9.930383999089615,30.0,5.0,1000.0,none,0,0.36840672175924993,-1.8393737956008103,-7.319437224937815,837.424780799647,0
2025-12-01 18:20:51.605,30.39296109957303,30.361461064427374,30.43076981867415,1.634707619081399,1.622070758380417,1.6486167135263967,999.2345563525032,977.0912775736087,1021.1249116047904,0.4668222005549151,0.8537192260774495,-4.740483985739323,-13.815510557964274,-9.683818444174136,-9.931316063052291,30.0,5.0,1000.0,none,0,0.3929610995730286,-2.05604959418056,-0.7654436474967952,877.558817674455,0
