timestamp,temp_mean,temp_min,temp_max,ph_mean,ph_min,ph_max,rpm_mean,rpm_min,rpm_max,heater_pwm,motor_pwm,acid_pwm,base_pwm,acid_dose_l,base_dose_l,setpoint_temp,setpoint_ph,setpoint_rpm,faults_active,has_fault,temp_dev,ph_dev,rpm_dev,temp_range,ph_range,rpm_range,dist_sq,pred_anomaly,prob_fault,fault_guess
2025-12-02 07:42:24.931,29.35113581740421,29.30546947953519,29.419658195491934,1.6259760591325525,1.6139675848935855,1.645993605337759,996.9942029147204,978.9467600793314,1010.8515485021541,0.3582364313686921,0.8502215901853046,-5.5479474429441,-13.815510557964274,-9.51036577093389,-10.56515429250059,30.0,5.0,1000.0,none,0,-0.6488641825957906,-2.4843672633153044,-3.005797085279596,0.11418871595674318,0.1634606097080793,31.904788422822662,450443.5563278001,0,0.718528478332593,N/A
2025-12-02 07:42:25.980,29.315847722220965,29.259833000769277,29.351128195839067,1.630351369094095,1.616675944991297,1.645993605337759,1003.0476895048756,982.0772364481661,1026.9700799394968,0.35611172034766375,0.8484406843812443,-6.1256025033930905,-13.815510557964274,-10.168666387523253,-9.635262473854665,30.0,5.0,1000.0,none,0,-0.6841522777790345,-2.24744960331108,3.0476895048756205,0.09129519506979022,0.14983889223240343,44.89284349133072,424951.41453155497,0,0.7082709748072091,N/A
2025-12-02 07:42:27.029,29.29717799914957,29.237023067701728,29.351128195839067,1.6371195831190815,1.622070758380417,1.6486167135263967,1004.9270427517187,975.6430318098198,1020.1330643826421,0.36196512730675,0.84903531414847,-5.660430888270725,-8.824794076353559,-9.925447643459858,-9.815933821762782,30.0,5.0,1000.0,none,0,-0.7028220008504285,-1.9636741172445056,4.927042751718659,0.1141051281373393,0.13621717475672845,44.490032572822315,394729.6877397162,0,0.7055594425241448,N/A
2025-12-02 07:42:28.077,29.28722543776277,29.214218654732804,29.373965925880782,1.6209941215115715,1.6112518696565825,1.640726656186505,1009.5119006261755,988.8828238524018,1020.999394261067,0.3554382542279937,0.8460254590527644,-6.617968472797157,-13.815510557964274,-9.471998373847633,-10.115498462266508,30.0,5.0,1000.0,none,0,-0.7127745622372288,-2.8453108226130004,9.511900626175475,0.15974727114797815,0.14983889223239633,32.11657040866521,490108.35756017256,0,0.7197977607242215,N/A
2025-12-02 07:42:29.126,29.301341419414562,29.191419748795795,29.419658195491934,1.6055496116382246,1.5892564859891678,1.619376989682884,998.8249377697904,965.8001125549338,1032.316227336441,0.36804077106597943,0.8447406012085636,-13.815510557964274,-8.290999704028609,-9.317441118457168,-10.177874720070209,30.0,5.0,1000.0,none,0,-0.6986585805854375,-13.815510557964274,-1.175062230209619,0.2282384466961389,0.14983889223240432,66.51611478150721,2482755.0479317787,0,0.724504639137431,N/A
2025-12-02 07:42:30.173,29.259834660722937,29.237023067701728,29.28264846701569,1.593694436794249,1.5836812065962131,1.6057982132055082,997.2856095752353,967.3113865216658,1025.5736043200259,0.3594771832716903,0.8525280719569723,-13.815510557964274,-6.531575066713981,-9.66959014938944,-9.805649373674582,30.0,5.0,1000.0,none,0,-0.7401653392770626,-13.815510557964274,-2.7143904247647015,0.04562539931396259,0.10897373980538383,58.2622177983601,2486893.0322845466,0,0.6830448046174656,N/A
2025-12-02 07:42:31.222,23.017032462533244,22.30640876223697,29.191419748795795,1.5920325124427683,1.5808818670052434,1.6003146512166888,1008.9664203482698,992.1572048789214,1030.5606637464239,0.6097601934037594,0.8429394273657524,-10.540931397167286,-6.470266336772842,-9.878708017807869,-9.691228773950105,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-6.982967537466756,-13.815510557964274,8.966420348269821,6.885010986558825,0.09535202232970796,38.40345886750242,2522536.7402871787,1,0.7620549273736907,N/A
2025-12-02 07:42:32.271,22.444323646448268,22.414762691639282,22.501480866085785,1.5948008539023228,1.5836812065962131,1.608528759222523,1000.8401770181291,976.7905411780234,1021.3340862319078,0.5972008091045028,0.8464218552315668,-13.815510557964274,-6.605574588907328,-9.934481658279907,-9.825831017987058,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.555676353551732,-13.815510557964274,0.8401770181291113,0.08671817444650287,0.1225954572810517,44.54354505388437,2485117.234454753,1,0.8208168253574674,N/A
2025-12-02 07:42:33.319,22.48177219396072,22.393088049007872,22.544851865173996,1.5887509249086973,1.5808818670052434,1.6003146512166888,1003.0367828140293,986.5282921078431,1016.5443404387216,0.6050216064902517,0.8463373572095143,-13.815510557964274,-6.1550369018436974,-9.899399777947853,-10.894858798167833,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.518227806039281,-13.815510557964274,3.036782814029266,0.1517638161661239,0.09535202232970796,30.01604833087856,2487461.7807949088,1,0.8195989733547967,N/A
2025-12-02 07:42:34.368,22.513315306427895,22.414762691639282,22.60992349407843,1.5884980484891444,1.5808818670052434,1.5948008539023228,986.8326727095246,964.2838070858058,1006.3309460952883,0.6159950433475854,0.8514103171215255,-13.815510557964274,-5.859248035452293,-9.641845691297416,-9.779525068398659,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.486684693572105,-13.815510557964274,-13.167327290475441,0.19516080243914757,0.06810858737836423,42.04713900948241,2487626.7168899216,1,0.814360485490714,N/A
2025-12-02 07:42:35.416,22.495571079057413,22.436439283986658,22.588230919484886,1.5925364176167165,1.5752595686633382,1.6057982132055082,999.1405985692611,984.9200132632313,1013.0197674959019,0.6275371809369241,0.8485633161664343,-13.815510557964274,-6.047972167469372,-10.607764975779855,-9.677732890239158,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.504428920942587,-13.815510557964274,-0.8594014307388989,0.1517916354982276,0.14983889223240343,28.099754232670534,2490596.79891626,1,0.8270293812820837,N/A
2025-12-02 07:42:36.465,22.549192398175258,22.501480866085785,22.631618114558762,1.6090739748588687,1.5948008539023228,1.622070758380417,993.2802700445243,972.3682940869803,1014.354719117909,0.6360619082944503,0.8505886580212783,-8.400013849338045,-8.974509280656383,-10.764856493951132,-9.29415313661151,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.450807601824742,-13.815510557964274,-6.719729955475714,0.1301372484729768,0.13621717475672757,41.98642503092867,2477602.487426954,1,0.8168932185554836,N/A
2025-12-02 07:42:37.513,22.56851593306586,22.501480866085785,22.653314791625633,1.6310787298759823,1.622070758380417,1.6380827421683093,993.4052731001376,979.7497894591693,1008.4390213483903,0.6490641322134196,0.8521292060540713,-6.001541868036206,-10.737930274629344,-9.895213497612875,-9.555783402610606,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.431484066934139,-2.2128962165189443,-6.594726899862394,0.15183392553984731,0.08173030485404009,28.68923188922099,419258.5520410623,1,0.8128507362417007,N/A
2025-12-02 07:42:38.564,22.622943957525866,22.544851865173996,22.696714358332315,1.6383474483546536,1.6247572901783252,1.645993605337759,998.2548124858973,972.3942788798047,1012.0307211104501,0.6544265417721523,0.8511306532661426,-5.585602210104892,-13.815510557964274,-9.542236246781139,-10.080435243136703,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.377056042474134,-1.9196562721025718,-1.7451875141026676,0.151862493158319,0.10897373980538383,39.63644223064546,389452.65143264615,1,0.8250912697899477,N/A
2025-12-02 07:42:39.611,22.64345472616532,22.588230919484886,22.696714358332315,1.6310787298759823,1.619376989682884,1.6433635983522943,999.7609054859611,980.0107454414169,1019.0405382787296,0.6662760533285396,0.8501923629684037,-5.889271236749606,-13.815510557964274,-10.192536066341098,-9.727089703636347,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.35654527383468,-2.2128962165189527,-0.2390945140389249,0.10848343884742917,0.1225954572810517,39.0297928373127,420156.1310505171,1,0.8218233153489203,N/A
2025-12-02 07:42:40.671,22.68290663611657,22.631618114558762,22.74012227985503,1.6322898234046597,1.622070758380417,1.645993605337759,995.5832587363789,968.4609545022226,1013.8481702849415,0.6747407467527852,0.8531164224831023,-5.8631118812285274,-9.69709600845145,-9.928350686242206,-10.52954059635273,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.31709336388343,-2.157834907474304,-4.416741263621134,0.10850416529626727,0.1225954572810597,45.38721578271884,413660.7465868621,1,0.8235004221520441,N/A
2025-12-02 07:42:41.858,22.716447908607805,22.653314791625633,22.805250014911508,1.6308363350610133,1.6247572901783252,1.6380827421683093,1011.7771961464805,991.9260714210723,1038.9238675687666,0.6813290614152773,0.8462031731708152,-5.637728392510361,-13.815510557964274,-9.851186171102325,-9.856149835095263,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.283552091392195,-2.2242818661651933,11.777196146480492,0.15193522328587505,0.06810858737836423,46.99779614769432,419912.4699535918,1,0.8244082289424672,N/A
2025-12-02 07:42:42.871,22.775648425073964,22.696714358332315,22.826963530216403,1.6247572901783247,1.616675944991297,1.6354318193339759,991.807621141308,977.1717479130916,1004.7258457190574,0.693064113867592,0.8527562522087044,-6.137815835504245,-13.815510557964274,-10.265768727627565,-9.88084409030415,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.224351574926036,-2.561529352952966,-8.192378858691995,0.13024917188408836,0.09535202232970796,27.55409780596574,457238.1824569554,1,0.8246211051086576,N/A
2025-12-02 07:42:43.985,22.81512214139483,22.761829400453166,22.892117037169214,1.6354318193339759,1.6247572901783252,1.645993605337759,999.8938287311393,981.233197195128,1010.0191442713938,0.7023285976179484,0.8510413297940133,-5.786856091687838,-13.815510557964274,-10.62817823379928,-9.991563511975102,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.184877858605169,-2.027430099237682,-0.10617126886074857,0.13028763671604793,0.10897373980538383,28.785947076265757,400009.26641688123,1,0.8323257626300878,N/A
2025-12-02 07:42:45.070,22.834861315155834,22.805250014911508,22.892117037169214,1.647902002495891,1.6354318193339759,1.671920105614865,1006.1089949776666,991.9660439785844,1027.0597847542622,0.7111870600416047,0.8478744684312176,-5.230866553312351,-13.815510557964274,-9.713459041726024,-9.560741055146066,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.165138684844166,-1.6292985966511018,6.108994977666612,0.0868670222577066,0.19070404465942392,35.093740775677816,358488.55749352614,1,0.8352565484147557,N/A
2025-12-02 07:42:46.467,22.900810511436795,22.826963530216403,22.979019023005606,1.655925021040474,1.6433635983522943,1.6642124897919366,993.4260584217591,978.5008237500682,1009.2979947967335,0.7177264326135635,0.8524977229381893,-4.937555327389863,-13.815510557964274,-9.798706442624509,-9.94116996820237,30.0,5.0,1000.0,"{'name': 'therm_voltage_bias', 'id': None}",1,-7.099189488563205,-1.435808730178347,-6.57394157824092,0.15205549278920216,0.10897373980538383,30.797171046665312,338583.1625363861,1,0.8355185156713674,N/A
